gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13
0.6316495898955119,0.03918776693289004,0.8059651867749136,0.1618957169712899,-0.17029807564586072,0.43606331025444833,0.11568620223606746,-0.9648652987796652,-0.698543075723987,-0.8283318407274695,0.9048342132927245,0.1439172464787039,-0.5984132189648548,0.38290879809682216
0.9021385454087533,0.4584583991086616,0.11032217645293022,-0.3864642483151718,-0.15769647637216985,0.37259867023783627,-0.04433467169919997,-0.23996582531898886,-0.39650946557896827,-1.0,0.8111369528510504,-0.008804891478348103,-0.18262323389724,0.5012523186623199
0.6292738305025989,-0.18282464227532433,0.683119943769931,-0.06933976980944942,-0.4156820463257057,0.13385766697972679,0.21310276744528212,-0.23251625660845254,0.07808342766989806,-0.7491407718185452,1.0,0.1700103692886904,-0.715804149346216,0.42317527421465184
0.6550274119670237,0.1900269203050524,1.0,-0.022065890721726978,-0.22990872196051965,0.033767863095660045,0.040470603400508856,-0.3802255047014708,-0.6565843046422852,-0.6934510734978868,0.90548717936435,0.2935239073809088,-0.7569925954913903,0.178990186152859
0.737024129712646,0.07616538677177266,0.8736717119309189,0.17386394513075354,-0.3324672536507697,0.14786749054105502,0.3004530491570511,-0.8062669173040481,-0.34190391615573335,-0.7954456053345644,1.0,0.4766777459918511,-0.8103534530598985,0.5047383813449053
0.8862386343833338,0.22753181090416275,-0.12066428911077232,-0.4149853503027249,-0.27337592009184913,0.1426014102299844,-0.19933567508295852,-0.23596541785753905,-0.47856503817115886,-0.9225696402836856,0.6583396076173413,-0.018893547745473353,-0.3165641052151796,0.499729564880791
0.797961191735625,0.34720440711778994,0.5813187974660178,-0.3584581870567749,-0.49783233255699716,0.19803505006064578,-0.2579977854987176,-0.6679022140368155,-0.2810632870626071,-1.0,0.8932304898426059,-0.12955985326990055,-0.9258261970536512,0.2397006151349048
0.643838828918356,0.2517480706523256,0.7610592947054351,0.08969558156792373,-0.19785626932983535,0.1710915313223968,0.26948902147332293,-0.9272375369743767,-0.43563913915878544,-0.7556818752413964,1.0,0.0375257017871469,-0.844799303697054,0.4119530694435494
0.5481730501866579,0.6960659413203393,0.7233205295821259,-0.5997170021683131,-0.18116143410279928,0.10673781002084984,-0.7132932961983481,-0.4585931513972977,-0.27714436977363477,-1.0,0.9141588676799726,0.18267021325654903,-1.0,0.5321978397672219
0.5860842571073204,0.02594448424907697,0.7763659000237659,-0.06639181173854447,-0.18966414426257336,-0.057137618328952616,-0.03554268486746258,-0.0964238798892075,-0.4568638579026034,-0.78396048405236,0.8350029707004498,-0.33801825463801083,-0.6194757681550163,0.04827487384756184
0.8032597694549385,0.41475539652760407,0.584529558362897,-0.3260662524412313,-0.49423703154462684,-0.0356230344016259,-0.1967470817662943,-0.5896166241964399,-0.4025312339518967,-0.9905012617824137,0.6320396223754564,-0.07885512996632636,-0.7721343338595048,0.28590147942928895
0.8224150660374426,0.3908971448441691,0.7367852427145157,-0.42804922133822443,-0.5573212300271511,0.02792776152211214,-0.25376182498427263,-0.50376254766982,-0.5343066749602766,-1.0,0.7917958213214077,0.09734207076695352,-0.6681851247315307,0.22491612460280325
0.909045258923893,0.6873039295996455,0.5662609439025956,-0.2624890978258945,-0.4568471145835836,0.31566719646307684,-0.4005213532425701,-0.19158877093321258,-0.12861613797647076,-1.0,0.8371972357700992,-0.0034347180570036273,-0.17498206372353012,0.5759030262673656
0.6631770313076412,-0.09844826240154823,0.6336924244016302,0.23767374618209963,-0.3717790127497908,0.30538077658774226,0.33234036854528265,-0.8990795333399312,-0.9109634627384199,-0.7141930334876078,0.985960685961125,0.2975363922526099,-0.5891436141117236,0.5584013256050808
0.9075015314288853,0.05502189846886186,0.840412498917955,0.28924704759328573,-0.13391963481060126,0.3316565469949745,0.4530487296420769,-0.7036363100507776,-0.405971698431832,-0.9598409916361117,1.0,0.3042003802157514,-0.8047538137575169,0.3508939195783073
0.49214072477327175,0.36761537092483465,-0.16973756131626577,-0.1667143552930272,-0.0950981708488578,0.1207807807746427,-0.4756802008913377,-0.1469262133391992,-0.27132423873515443,-0.9117656150546675,1.0,0.10750672169340182,-0.7534751671347217,0.5021886315757491
0.8759587456376009,-0.016654077036064027,1.0,0.24195820983904145,-0.03923369249260323,0.2867923317624873,0.2826358206163377,-0.7396407694977936,-0.5786447031387898,-0.9831476254252628,0.9476674457348587,0.2683288576807602,-0.7590191949868093,0.2510245410960227
0.7953278765596408,0.26983243576489946,0.6531009457013591,-0.46868350464213554,-0.35033710217642355,0.00211634595887239,-0.3362861567489844,-0.516370860209865,-0.356201413159792,-1.0,1.0,-0.09094253300393262,-0.9992983933300805,0.14762350923713494
0.9060487596009942,0.5164097612475395,0.12536214352714445,-0.39491941410023534,-0.2554060936151885,0.1485133804203208,-0.20851839778495562,-0.1396952037391753,-0.2952500538619508,-1.0,0.8740679246385602,-0.09003383757206646,-0.4535902946792652,0.3009043357900931
0.6503521140836176,0.21114559584408743,-0.04208931526824147,-0.32033417843581213,-0.2719865121330508,0.05992366760474674,-0.3911932796001454,-0.45537084879931067,-0.34956587406610834,-0.8045610278021965,0.833613564146114,0.0757044140502196,-0.22532442121407928,0.5806343585342391
0.8484777095697908,0.3155336324536863,-0.052130622666336036,-0.40176935379194545,-0.1862562057964624,0.005437395204534484,-0.2539962091024054,-0.37829048201869614,-0.4646445146068935,-1.0,0.7583095210587796,-0.033109064645331046,-0.32665776223699544,0.40788669941720407
